,Estimate#,Converted#,CompanyName,PriceTotal,DateCreated,DateConverted,DateLost,DateVoided
6998,14088,280634,California Water District,349.89,10/29/2019 12:30,11/1/2019 10:32,,
6999,14089,281003,Waverly Utilities,126.8,10/29/2019 13:18,11/4/2019 8:38,,
7000,14090,,"Woodruff Real Estate Services, LLC",4890.38,10/29/2019 13:39,,11/13/2019 16:14,
7001,14091,,Chadwell Supply,5112.5,10/29/2019 13:48,,11/21/2019 10:52,
7002,14092,284641,Seaport Residential LLC,753.89,10/29/2019 13:55,11/14/2019 8:09,,
7003,14093,285206,FASTSIGNS-KENT-Southcenter,394.95,10/29/2019 14:31,11/15/2019 11:39,,
7004,14094,279783,Integrated Sign and Graphics,169.5,10/29/2019 14:45,10/30/2019 10:24,,
7005,14095,281692,Valley Stream Central High School District,557.5,10/29/2019 14:54,11/5/2019 13:42,,
7006,14096,281302,"Guaranty Management Co., Inc.",74.92,10/29/2019 15:13,11/4/2019 14:55,,
7007,14097,280002,Sharon Products,53.77,10/30/2019 9:03,10/30/2019 14:53,,
7008,14098,280311,Compliance Training Partners,1635.05,10/30/2019 9:13,10/31/2019 12:22,,
7009,14099,,FastSigns - Kent,132.2,10/30/2019 9:19,,11/14/2019 15:16,
7010,14100,280689,Fincor Construction,91.91,10/30/2019 9:28,11/1/2019 11:53,,
7011,14101,,William & Mary Computer Center,236.97,10/30/2019 9:35,,11/27/2019 11:27,
7012,14102,280236,Wesco Integrated Supply,35.3,10/30/2019 9:48,10/31/2019 10:21,,
7013,14103,,Hefner Green Light Services,27.54,10/30/2019 10:02,,12/5/2019 9:11,
7014,14104,,US Border Patrol Houlton,46.95,10/30/2019 10:02,,11/19/2019 10:54,
7015,14105,280077,RedRock Security,251.6,10/30/2019 10:13,10/30/2019 16:41,,
7016,14106,280368,"JR Automation Technologies, LLC",30.21,10/30/2019 10:16,10/31/2019 13:14,,
7017,14107,280071,Sun West Engineering Construction,42.57,10/30/2019 10:17,10/30/2019 16:19,,
7018,14108,280631,Gladstone Property Management,75.18,10/30/2019 10:27,11/1/2019 10:26,,
7096,14109,279797,Security Vault Works Florida,31.5,10/30/2019 10:28,10/30/2019 10:39,,
7097,14110,280770,"SA Recycling, LLC",565.16,10/30/2019 10:36,11/1/2019 14:21,,
7098,14111,279933,Borghesi Building and Engineering,254.03,10/30/2019 10:53,10/30/2019 13:28,,
7099,14112,,"Andover Healthcare, Inc.",1748.34,10/30/2019 11:19,,11/22/2019 11:41,
7100,14113,285734,USACE Ft Peck,240.5,10/30/2019 11:30,11/18/2019 12:40,,
7101,14114,280260,NRG Energy Powerton,162.43,10/30/2019 11:40,10/31/2019 10:58,,
7102,14115,280799,Kim Hinrichs,22.34,10/30/2019 12:32,11/1/2019 15:05,,
7103,14116,280202,St. Thomas Aquinas Catholic School,219,10/30/2019 12:52,10/31/2019 9:30,,
7104,14117,281720,Motion Industries,73,10/30/2019 13:16,11/5/2019 14:16,,
7105,14118,280297,Winning Edge Graphics,42.5,10/30/2019 15:09,10/31/2019 12:01,,
7106,14119,280351,Rocky River City School District,85.5,10/30/2019 15:13,10/31/2019 13:08,,
7107,14120,280648,Dartmouth College,1580,10/30/2019 15:23,11/1/2019 10:48,,
7108,14121,,Jefferson Medical & Imaging,15,10/30/2019 15:47,,12/18/2019 11:59,
7109,14122,280599,Carr Building systems Inc.,493.5,10/30/2019 15:50,11/1/2019 9:39,,
7110,14123,,Rosecrans Elementary School,311.03,10/30/2019 16:16,,1/22/2020 11:28,
7111,14124,280622,Marigold Mining Company,2672.22,10/31/2019 7:32,11/1/2019 10:13,,
7112,14125,280643,Peninsula Community Health Services of Alaska,170.67,10/31/2019 8:43,11/1/2019 10:41,,
7113,14126,282613,Ironmark,29.15,10/31/2019 9:30,11/7/2019 13:29,,
7114,14127,283048,Permaswage,144.5,10/31/2019 9:53,11/8/2019 13:42,,
7115,14128,280370,Marketshare Inc,185,10/31/2019 10:06,10/31/2019 13:19,,
7116,14129,,"PrideR CO., LLC",10.81,10/31/2019 10:16,,1/21/2020 16:45,
7117,14130,280376,Earth N Wood Products,75.08,10/31/2019 10:20,10/31/2019 13:30,,
7118,14131,280420,"Jonay Meter Shop, Inc",15.34,10/31/2019 10:22,10/31/2019 14:31,,
7119,14132,280259,Warren Environmental Equipment Inc.,86.14,10/31/2019 10:24,10/31/2019 10:57,,
7120,14133,280636,Sun West Engineering Construction,32.87,10/31/2019 10:29,11/1/2019 10:39,,
7121,14134,280271,Full Circle Maintenance & Construction,47.32,10/31/2019 10:36,10/31/2019 11:23,,
7174,14135,,USAF,428.5,10/31/2019 10:39,,1/24/2020 9:40,
7175,14136,283861,European Auto Service,114.19,10/31/2019 10:43,11/12/2019 10:57,,
7176,14137,280391,Marketshare Inc,338,10/31/2019 10:56,10/31/2019 13:46,,
7177,14138,280822,Commercial Door and Hardware,51.41,10/31/2019 11:36,11/1/2019 15:43,,
7178,14139,281323,Aria Energy,183.04,10/31/2019 12:31,11/4/2019 15:22,,
7179,14140,283787,Gilcor Construction Corp.,117.67,10/31/2019 13:05,11/12/2019 8:46,,
7180,14141,283558,Xbiotech USA INC.,164.7,10/31/2019 13:27,11/11/2019 13:40,,
7181,14142,281816,City of Safety Harbor,39.5,10/31/2019 13:28,11/5/2019 16:21,,
7182,14143,280810,WISDOT,235.45,10/31/2019 13:39,11/1/2019 15:25,,
7183,14144,283391,Empire Valorize,384.58,10/31/2019 13:41,11/11/2019 8:52,,
7184,14145,281241,Chicago Vegan Foods,230.59,10/31/2019 13:56,11/4/2019 13:52,,
7185,14146,280449,Metro Signs and Lighting,187.62,10/31/2019 14:27,10/31/2019 15:34,,
7186,14147,284397,Empire Valorize,425.5,10/31/2019 14:31,11/13/2019 13:49,,
7187,14148,284400,Empire Valorize,425.5,10/31/2019 14:54,11/13/2019 13:53,,
7188,14149,284002,Aria Energy,276.5,10/31/2019 15:02,11/12/2019 14:45,,
7189,14150,284418,Empire Valorize,425.5,10/31/2019 15:04,11/13/2019 14:00,,
7190,14151,284422,Empire Valorize,415.9,10/31/2019 15:16,11/13/2019 14:05,,
7191,14152,280644,Ximpak,87.99,10/31/2019 15:20,11/1/2019 10:42,,
7192,14153,283404,Empire Valorize,552.42,10/31/2019 15:59,11/11/2019 9:06,,
7193,14154,283400,Empire Valorize,552.42,10/31/2019 16:08,11/11/2019 9:02,,
7194,14155,288659,Diversity Construction Group,100.5,10/31/2019 16:09,11/27/2019 8:22,,
7195,14156,283398,Empire Valorize,553.28,10/31/2019 16:15,11/11/2019 8:59,,
7196,14157,281064,Lift Systems,0,11/1/2019 8:07,11/4/2019 10:19,,
7197,14158,,FASTSIGNS of Huntsville,320.3,11/1/2019 8:38,,12/23/2019 7:31,
7198,14159,284914,JKindred Management,473.58,11/1/2019 9:10,11/14/2019 14:35,,
7199,14160,280626,Charlotte Mechanical,19.27,11/1/2019 9:15,11/1/2019 10:23,,
7252,14161,280848,Madison Circus Space,112.63,11/1/2019 9:59,11/1/2019 16:36,,
7253,14162,281629,Holiday Inn Fairview Heights,43.13,11/1/2019 10:09,11/5/2019 12:31,,
7254,14163,280647,"Vaughn Industries, LLC",514.1,11/1/2019 10:15,11/1/2019 10:47,,
7255,14164,280665,Riverwood Healthcare Center.,170,11/1/2019 10:19,11/1/2019 11:11,,
5269,14165,280635,John Thomas Inc,312.5,11/1/2019 10:24,11/1/2019 10:36,,
5270,14166,280661,Commercial Door and Hardware,71.13,11/1/2019 10:50,11/1/2019 11:08,,
5271,14167,,Construction Supply Inc,546.66,11/1/2019 11:06,,4/3/2020 13:32,
5272,14168,286935,Makino,19,11/1/2019 11:19,11/21/2019 9:04,,
5273,14169,282221,Mercury Sign Co,63.25,11/1/2019 11:20,11/6/2019 15:03,,
5274,14170,,Makino,11,11/1/2019 11:23,,11/18/2019 8:48,
5352,14171,281665,Renaissance Edmonton Airport Hotel,75.59,11/1/2019 11:30,11/5/2019 13:17,,
5353,14172,281561,Joe Hillman Maintenance & Construction,46.5,11/1/2019 13:06,11/5/2019 10:45,,
5354,14173,282929,Fastsigns 144,516.5,11/1/2019 13:08,11/8/2019 10:53,,
5355,14174,,316 Solutions,188.5,11/1/2019 13:08,,12/13/2019 15:56,
5356,14175,284384,US Imaging Inc.,953.1,11/1/2019 13:18,11/13/2019 13:36,,
5357,14176,,Clark Devon Hardware,184.5,11/1/2019 13:22,,1/22/2020 11:29,
5358,14177,,3M,3708.5,11/1/2019 14:05,,11/26/2019 14:18,
5359,14178,281153,Minnesota State Academies,51.5,11/1/2019 14:16,11/4/2019 12:21,,
5360,14179,286234,"Barnes Realty, Inc",284.36,11/1/2019 14:31,11/19/2019 13:44,,
5361,14180,281594,Aria Energy,1230.13,11/1/2019 14:38,11/5/2019 11:31,,
5362,14181,,Coast Sign,595.87,11/1/2019 14:44,,12/23/2019 8:07,
5363,14182,289980,Nice America Research Inc,394.85,11/1/2019 15:22,12/4/2019 7:40,,
5364,14183,282969,VA Hospital,3787.5,11/4/2019 8:43,11/8/2019 11:55,,
5365,14184,,Fastenal Company - Winona,16,11/4/2019 8:48,,11/12/2019 9:22,
5366,14185,281740,BASF.,65.5,11/4/2019 8:57,11/5/2019 14:24,,
5367,14186,283123,Wahl Clipper Corporation,729.56,11/4/2019 9:06,11/8/2019 15:26,,
5368,14187,282701,First General Realty,122.73,11/4/2019 9:18,11/7/2019 15:37,,
5369,14188,,Marmic Fire and Safety,672.9,11/4/2019 9:31,,12/11/2019 11:54,
5370,14189,284194,FASTSIGNS of Kankakee,802.5,11/4/2019 10:17,11/13/2019 8:21,,
5371,14190,281115,Sioux Automation,1472.34,11/4/2019 10:31,11/4/2019 11:21,,
5372,14191,281182,Weis Markets Milton Distribution Center,356.69,11/4/2019 10:35,11/4/2019 12:56,,
5373,14192,,"The Isles Marina Association, Inc.",430.5,11/4/2019 10:49,,12/2/2019 15:00,
5374,14193,283117,CS Energy,60.5,11/4/2019 10:55,11/8/2019 15:19,,
5375,14194,292393,Collins Management,144.1,11/4/2019 11:05,12/11/2019 8:54,,
5376,14195,282489,KSW Oilfield Rentals,372.76,11/4/2019 11:05,11/7/2019 10:43,,
5377,14196,,Lone Star Tank Rental,515.16,11/4/2019 12:30,,11/14/2019 8:17,
5429,14197,281337,Kelly-Moore Paints,382.86,11/4/2019 12:35,11/4/2019 15:39,,
5430,14198,281682,"EMSL Analytical, Inc.",45.86,11/4/2019 12:36,11/5/2019 13:35,,
5431,14199,,City of Waukegan/ Planning & Zoning,8931.7,11/4/2019 13:21,,12/3/2019 15:03,
5432,14200,,Pointer Sign LLC,888.5,11/4/2019 13:31,,11/26/2019 14:20,
5433,14201,281607,AAA Construction,102.81,11/4/2019 13:42,11/5/2019 11:58,,
5434,14202,,Sidrah Rehman,10.5,11/4/2019 14:38,,11/25/2019 16:12,
5435,14203,,Anthony Woodard,100,11/4/2019 14:44,,12/5/2019 9:33,
5436,14204,282042,Midwest Energy Resources Company,351.85,11/4/2019 14:45,11/6/2019 11:27,,
5437,14205,287163,Mainland Supply,3798.5,11/4/2019 14:46,11/21/2019 13:59,,
5438,14206,281514,"Jonay Meter Shop, Inc",15.34,11/4/2019 15:33,11/5/2019 9:51,,
5439,14207,281539,Power House Manufacturing,19,11/4/2019 16:12,11/5/2019 10:19,,
5440,14208,281779,Mile Bluff Medical Center,66,11/5/2019 8:25,11/5/2019 15:13,,
5441,14209,282399,Franciscan Alliance.,173.88,11/5/2019 8:37,11/7/2019 8:18,,
5442,14210,,USCG ATC Mobile,616.5,11/5/2019 8:38,,12/20/2019 9:10,
5443,14211,,Ameripipe Supply Company,110.5,11/5/2019 9:07,,12/4/2019 9:51,
5444,14212,283428,Ellis Fire Suppression,172.13,11/5/2019 9:12,11/11/2019 10:09,,
5445,14213,282109,Big Lots,31.73,11/5/2019 9:15,11/6/2019 13:13,,
5446,14214,282020,CS Energy,64.26,11/5/2019 9:26,11/6/2019 10:58,,
5447,14215,282164,Tobyhanna Army Depot,212,11/5/2019 9:51,11/6/2019 14:02,,
5448,14216,284332,Holyoke Gas And Electric,602.33,11/5/2019 10:17,11/13/2019 12:33,,
5449,14217,285782,Minneapolis VA Health Care System,655.5,11/5/2019 10:18,11/18/2019 13:53,,
5450,14218,283143,Hamon Research-Cottrell Inc.,308.9,11/5/2019 10:57,11/8/2019 16:07,,
5451,14219,,Schembri Construction Co,218.63,11/5/2019 11:04,,11/19/2019 12:53,
5452,14220,281699,Buffalo Construction Inc,453,11/5/2019 11:31,11/5/2019 13:58,,
5453,14221,282404,Widener University,431,11/5/2019 11:49,11/7/2019 8:33,,
5454,14222,281678,Charleston School of Law,19.62,11/5/2019 12:00,11/5/2019 13:32,,
5531,14223,290970,THORPE SPECIALTY SERVICES CORPORATION,28.08,11/5/2019 12:10,12/6/2019 9:04,,
5532,14224,283055,Makino,8,11/5/2019 12:22,11/8/2019 13:51,,
5533,14225,281961,Power House Manufacturing,153.5,11/5/2019 12:30,11/6/2019 9:30,,
5534,14226,282194,Air Products & Chemicals Inc,404.78,11/5/2019 13:21,11/6/2019 14:29,,
5535,14227,281935,"Jonay Meter Shop, Inc",20.81,11/5/2019 13:28,11/6/2019 8:42,,
5536,14228,,Dongweck Engraving,378.5,11/5/2019 13:46,,11/14/2019 15:06,
5537,14229,281984,"Heritage Plastics, Inc.",218.5,11/5/2019 14:10,11/6/2019 10:04,,
5538,14230,,Mark Byvick,22.36,11/5/2019 15:02,,11/11/2019 9:42,
5539,14231,,Appenx Inc,248.5,11/5/2019 16:12,,2/14/2020 11:21,
5540,14232,282058,Eastland Feed & Grain,63.9,11/5/2019 16:34,11/6/2019 11:47,,
5541,14233,282217,CS Energy,37.85,11/6/2019 8:52,11/6/2019 14:57,,
5542,14234,,Coast Guard,620.5,11/6/2019 8:56,,1/23/2020 8:35,
5543,14235,282597,CS Energy,71.49,11/6/2019 9:13,11/7/2019 13:09,,
5544,14236,,Carevide-Greenville,1225.26,11/6/2019 9:29,,12/20/2019 9:13,
5545,14237,,"RTB, Inc.",456.5,11/6/2019 9:52,,1/2/2020 16:26,
5546,14238,283073,Pedestal Bank,280.97,11/6/2019 10:21,11/8/2019 14:21,,
5547,14239,,United States Postal Service Manhattan VMF,135.5,11/6/2019 10:41,,11/12/2019 10:48,
5548,14240,294498,US Army Corps of Engineers Baltimore District,1216,11/6/2019 10:50,12/18/2019 9:14,,
5549,14241,282397,Gardner Signs,59.5,11/6/2019 10:58,11/7/2019 8:14,,
5550,14242,282667,American Jetway Corporation,16.96,11/6/2019 11:02,11/7/2019 14:48,,
5551,14243,282392,Marketshare Inc,353.2,11/6/2019 11:15,11/7/2019 8:00,,
5552,14244,,Brandenburg Industrial Service Company,410.75,11/6/2019 11:20,,12/18/2019 11:16,
5553,14245,282856,HCUD,164.5,11/6/2019 11:30,11/8/2019 8:50,,
5554,14246,282211,Hobart and William Smith Colleges,110.5,11/6/2019 11:51,11/6/2019 14:50,,
5555,14247,282153,SNG- Columbia Square Dialysis Center,240.84,11/6/2019 12:12,11/6/2019 13:52,,
5556,14248,283456,Kohler Co.,751.5,11/6/2019 12:33,11/11/2019 10:43,,
5659,14249,,"Mulliken Construction Management, Inc.",64.26,11/6/2019 12:48,,12/17/2019 11:49,
5660,14250,286196,Aspen Builders,533.03,11/6/2019 13:01,11/19/2019 12:56,,
5661,14251,282450,"Berry & Associates, LLC.",34.45,11/6/2019 13:19,11/7/2019 10:02,,
5662,14252,,Staab Construction,69.11,11/6/2019 13:50,,12/20/2019 9:23,
5663,14253,289383,Florida Atlantic University,652.5,11/6/2019 13:59,12/2/2019 14:15,,
5664,14254,282257,JT Boats LLC,71.41,11/6/2019 14:21,11/6/2019 15:48,,
5665,14255,,AEGIS TECHREP,468.5,11/6/2019 14:51,,11/19/2019 12:06,
5666,14256,283050,Salina Vortex Corp.,58.5,11/6/2019 14:54,11/8/2019 13:45,,
5667,14257,287503,Archway Graphic Designs,217.87,11/6/2019 15:11,11/22/2019 11:51,,
5668,14258,282973,Premier Management Services LC,121.9,11/6/2019 15:23,11/8/2019 11:56,,
5669,14259,282240,Talk A Phone,4040.5,11/6/2019 15:24,11/6/2019 15:27,,
5670,14260,,AGSI Systems,41.88,11/6/2019 15:33,,11/25/2019 16:15,
5671,14261,,TJ Technology,41.87,11/6/2019 15:39,,11/25/2019 16:14,
5672,14262,282411,"Tennessee Rand, Inc.",109,11/6/2019 16:11,11/7/2019 8:49,,
5673,14263,282635,Apex Enterprises,84.99,11/6/2019 16:57,11/7/2019 14:06,,
5674,14264,283113,CS Energy,60.5,11/7/2019 8:55,11/8/2019 15:15,,
5675,14265,,Fairfax County Public Schools,70237.5,11/7/2019 8:58,,12/23/2019 8:09,
5676,14266,282623,Olds Products,29.29,11/7/2019 9:23,11/7/2019 13:50,,
5677,14267,,ASI Signage,632.5,11/7/2019 9:25,,12/20/2019 9:11,
5678,14268,282694,Jabil Circuit Inc,9,11/7/2019 9:32,11/7/2019 15:29,,
5679,14269,283620,Brandenburg Industrial Service Company,2312.66,11/7/2019 9:41,11/11/2019 15:17,,
5680,14270,283386,World Oil Corp.,238.71,11/7/2019 9:47,11/11/2019 8:41,,
5681,14271,297971,Kentucky River District Health Department,1102.4,11/7/2019 9:54,1/6/2020 8:04,,
5682,14272,282722,"Showplace, Inc.",87.95,11/7/2019 10:00,11/7/2019 16:18,,
5683,14273,282906,"Mulzer Crushed Stone, Inc.",1196.5,11/7/2019 10:13,11/8/2019 9:59,,
5684,14274,283105,Amador County Airport,156.78,11/7/2019 10:48,11/8/2019 15:05,,
5761,14275,284510,Vital Signs,32.5,11/7/2019 11:06,11/13/2019 16:13,,
5762,14276,287419,Premier Sourcing Network,41.88,11/7/2019 11:11,11/22/2019 9:46,,
5763,14277,282721,Icon identity Solutions,40.5,11/7/2019 11:39,11/7/2019 16:11,,
5764,14278,,M L Schmitt Inc.,514.8,11/7/2019 11:39,,12/20/2019 10:42,
5765,14279,,M L Schmitt Inc.,758.11,11/7/2019 12:02,,12/20/2019 10:42,
5766,14280,,M L Schmitt Inc.,610.43,11/7/2019 12:12,,12/20/2019 10:41,
5767,14281,282626,Security Vault Works Florida,49,11/7/2019 13:31,11/7/2019 13:55,,
5768,14282,,ITEK Conctruction,288.86,11/7/2019 13:38,,1/3/2020 15:18,
5769,14283,,"GW Plastics, Inc.",54.59,11/7/2019 14:31,,11/13/2019 9:33,
5770,14284,283032,Kenton County Schools,145.5,11/7/2019 14:57,11/8/2019 13:25,,
5771,14285,,475 Smith Street LLC,3715.9,11/7/2019 15:02,,12/23/2019 8:05,
5772,14286,282712,Affinity Gaming,244.11,11/7/2019 15:22,11/7/2019 15:51,,
5773,14287,285621,City of Safety Harbor,216.5,11/7/2019 15:27,11/18/2019 10:19,,
5774,14288,284724,Riptide Hotel,116.25,11/7/2019 15:35,11/14/2019 11:09,,
5775,14289,282984,RedRock Security,137.39,11/7/2019 15:49,11/8/2019 12:12,,
5776,14290,,Central Texas Housing Consortium,2964.5,11/7/2019 15:58,,11/19/2019 14:43,
5777,14291,286297,Biloxi Public Schools,72.5,11/7/2019 16:09,11/19/2019 15:02,,
5778,14292,282978,Lake Townsend Water Treatment Plant,54.98,11/7/2019 16:13,11/8/2019 12:08,,
5779,14293,288799,Cascades Services et Achats,319.04,11/7/2019 16:28,11/27/2019 13:41,,
5780,14294,290498,Shriners Hospital for Children,160.02,11/7/2019 16:28,12/5/2019 9:31,,
5781,14295,286927,BASIS DC PUBLIC CHARTER SCHOOL,329.5,11/8/2019 8:46,11/21/2019 8:37,,
5782,14296,284348,P Kaufmann Contract,6561.91,11/8/2019 9:13,11/13/2019 12:44,,
5783,14297,289753,Altamonte Glass & Mirror,144.5,11/8/2019 10:23,12/3/2019 13:39,,
5784,14298,283129,Ceva,10.94,11/8/2019 10:24,11/8/2019 15:43,,
5785,14299,283440,Mc Gee's pub,98.54,11/8/2019 11:11,11/11/2019 10:27,,
5786,14300,283599,Grifols Biomat USA,78.3,11/8/2019 11:19,11/11/2019 14:45,,
5864,14301,286582,Jabil Circuit Inc,12,11/8/2019 11:29,11/20/2019 11:35,,
5865,14302,283132,Elite Environmental,46.55,11/8/2019 11:54,11/8/2019 15:49,,
5866,14303,283116,Swinerton,181,11/8/2019 13:06,11/8/2019 15:18,,
5867,14304,,Archway Graphic Designs,489.5,11/8/2019 13:21,,12/10/2019 9:27,
5868,14305,285725,"Quickmill, Inc.",31,11/8/2019 14:04,11/18/2019 12:20,,
5869,14306,,Construction Supply Inc,297.24,11/8/2019 14:12,,1/22/2020 11:39,
5870,14307,289726,MP Monte Construction,1282.27,11/8/2019 14:54,12/3/2019 13:06,,
5871,14308,,Hirsch Construction Corp.,165.11,11/8/2019 14:56,,11/11/2019 11:38,
5872,14309,284217,"Self Storage Signs, LLC",1050.12,11/8/2019 15:34,11/13/2019 8:58,,
5873,14310,,Rio Valley Biofuels,591.84,11/8/2019 15:43,,1/22/2020 11:38,
5874,14311,283141,Lakeview Camp & Retreat Center,159.5,11/8/2019 15:51,11/8/2019 16:03,,
5875,14312,283419,Philadelphia Sign Company,402,11/8/2019 16:27,11/11/2019 9:44,,
5876,14313,,Test,16.05,11/9/2019 8:06,,,
5877,14314,283522,Unchained Labs,189.01,11/11/2019 7:14,11/11/2019 12:42,,
5878,14315,,CSL Behring,25.03,11/11/2019 8:33,,12/3/2019 8:45,
5879,14316,283629,"Coastal Technical Sales, Inc",19,11/11/2019 8:46,11/11/2019 15:29,,
5880,14317,,WISDOT,224,11/11/2019 9:08,,11/21/2019 9:24,
5881,14318,,Hotline Delivery Systems,85.75,11/11/2019 9:56,,1/22/2020 11:33,
5882,14319,287218,Gallup Indian Medical Center - Administrative Services Building,65.49,11/11/2019 9:57,11/21/2019 15:08,,
5883,14320,283573,Greenbrier Rail Services - American Hydraulics,261.29,11/11/2019 10:23,11/11/2019 13:54,,
5884,14321,283875,"Lidl US, LLC",956.48,11/11/2019 10:37,11/12/2019 11:18,,
5885,14322,283602,GLC Construction,388.97,11/11/2019 10:43,11/11/2019 14:50,,
5886,14323,283774,Leidos,78.9,11/11/2019 10:44,11/12/2019 8:20,,
5887,14324,,Record Automatic Doors,1950.13,11/11/2019 11:07,,12/23/2019 8:01,
5888,14325,287191,Florida Power & Light,778.1,11/11/2019 11:17,11/21/2019 14:21,,
5940,14326,283874,Affinity Gaming,583.81,11/11/2019 11:21,11/12/2019 11:14,,
5941,14327,283972,AAFES,134,11/11/2019 11:25,11/12/2019 14:10,,
5942,14328,283775,American Properties Team,104.66,11/11/2019 11:36,11/12/2019 8:23,,
5943,14329,283631,e2/ECTA,349,11/11/2019 11:51,11/11/2019 15:30,,
5944,14330,283633,Charleston School of Law,19.62,11/11/2019 12:51,11/11/2019 15:36,,
5945,14331,287635,G & H Towing Company,860.76,11/11/2019 12:57,11/22/2019 15:31,,
5946,14332,,Phipps Houses Services,778.46,11/11/2019 13:10,,11/20/2019 15:20,
5947,14333,,GW Plastics,250.69,11/11/2019 13:27,,11/12/2019 12:01,
5948,14334,,SignCo USA,222,11/11/2019 13:34,,12/20/2019 9:26,
5949,14335,283898,"CBI Services, LLC",1505.36,11/11/2019 13:42,11/12/2019 12:01,,
5950,14336,284318,Addison Building Materials,85.5,11/11/2019 14:59,11/13/2019 12:10,,
5951,14337,284850,NTandem Properties,270,11/11/2019 14:59,11/14/2019 13:07,,
5952,14338,283798,The Art Institute of Chicago,53.5,11/11/2019 15:05,11/12/2019 9:26,,
5953,14339,286219,C. O. Falter Construction Corp.,57.26,11/11/2019 15:13,11/19/2019 13:28,,
5954,14340,284340,Montgomery County Memorial Hospital,94.5,11/11/2019 15:54,11/13/2019 12:41,,
5955,14341,285241,Reserve at the Knolls,570.08,11/11/2019 16:19,11/15/2019 12:41,,
5956,14342,,True World Foods Los Angeles LLC,58.58,11/11/2019 16:26,,11/13/2019 10:49,
5957,14343,284874,"Honeywell International - Morris Plains,NJ",572.5,11/11/2019 16:32,11/14/2019 13:43,,
5958,14344,287539,Rosalind Franklin University of Medicine and Science,221.5,11/12/2019 7:43,11/22/2019 12:47,,
5959,14345,285622,New York Medical College [NYMC1],,11/12/2019 7:49,11/18/2019 10:22,,
5960,14346,283885,Cassie Hawkins,11.72,11/12/2019 8:13,11/12/2019 11:27,,
5961,14347,283925,"GW Plastics, Inc.",319.59,11/12/2019 8:40,11/12/2019 12:49,,
5962,14348,284810,Hercules Fence,32.34,11/12/2019 8:54,11/14/2019 12:26,,
5963,14349,286317,Desert Management,65.01,11/12/2019 9:09,11/19/2019 15:23,,
5964,14350,288808,Boston Scientific Neuromodulation,137.44,11/12/2019 9:18,11/27/2019 13:59,,
5965,14351,286147,TRAC,19.67,11/12/2019 9:38,11/19/2019 11:46,,
6044,14352,286905,First General Realty,137.59,11/12/2019 9:54,11/21/2019 7:24,,
6045,14353,284196,Wingtips Lounge,25.59,11/12/2019 10:14,11/13/2019 8:23,,
6046,14354,,D&L Foundry,312.4,11/12/2019 10:21,,1/14/2020 14:34,
6047,14355,284845,Philadelphia Sign Company,311.5,11/12/2019 10:22,11/14/2019 12:59,,
6048,14356,284849,Rocky River City School District,100.5,11/12/2019 10:42,11/14/2019 13:07,,
6049,14357,,Anchor Specialties,2692.92,11/12/2019 10:54,,12/23/2019 8:04,
6050,14358,284775,CSL Behring,440.37,11/12/2019 11:22,11/14/2019 11:51,,
6051,14359,284382,Blue Oak Energy,2089.29,11/12/2019 11:31,11/13/2019 13:35,,
6052,14360,289597,W.G.Hefner Med Ctr,86.5,11/12/2019 11:50,12/3/2019 9:30,,
6053,14361,,Morris Hospital,246.5,11/12/2019 14:03,,12/5/2019 10:28,
6054,14362,284683,Dentsply Sirona Lab,43.99,11/12/2019 14:10,11/14/2019 9:27,,
6055,14363,283987,CCM Incorporated,58.3,11/12/2019 14:14,11/12/2019 14:29,,
6056,14364,284362,"MPBX, Inc.",30.5,11/12/2019 14:15,11/13/2019 13:06,,
6057,14365,287437,H & H Builders,388.5,11/12/2019 14:31,11/22/2019 10:03,,
6058,14366,284888,The Andersons Plant Nutrient,54.34,11/12/2019 14:39,11/14/2019 13:58,,
6059,14367,284211,"Jonay Meter Shop, Inc",20.81,11/12/2019 14:41,11/13/2019 8:50,,
6060,14368,284807,Monument Construction LLC.,416,11/12/2019 15:03,11/14/2019 12:22,,
6061,14369,285253,Bluewater Lagoon,214.5,11/12/2019 15:11,11/15/2019 13:06,,
6062,14370,,FDC Management,4148.49,11/12/2019 15:22,,12/11/2019 14:50,
6063,14371,284226,"Gray Construction - Lexington,KY",1479.34,11/12/2019 15:24,11/13/2019 9:17,,
6064,14372,284437,Marketshare Inc,157,11/12/2019 15:26,11/13/2019 14:28,,
6065,14373,285573,"GE Aviation-Global EHS, Compliance, and Security Leader",852.77,11/12/2019 15:57,11/18/2019 8:58,,
6066,14374,284495,"Neumiller Farms, Inc",46.86,11/12/2019 16:17,11/13/2019 15:38,,
6067,14375,284864,HSC Builders & Construction Manager,117.13,11/13/2019 8:12,11/14/2019 13:34,,
6068,14376,284866,HSC Builders & Construction Manager,117.13,11/13/2019 8:16,11/14/2019 13:36,,
6069,14377,285812,Valley Metro RPTA,621.54,11/13/2019 8:42,11/18/2019 14:29,,
6121,14378,285124,Metropolitan Water Reclamation District of Greater Chicago,204.5,11/13/2019 8:49,11/15/2019 9:13,,
6122,14379,,"Morgan Park Auto Service, Inc.",65.5,11/13/2019 9:39,,11/25/2019 11:11,
6123,14380,,Berkeley City Club,133.84,11/13/2019 10:01,,6/9/2020 9:39,
6124,14381,285776,"Self Storage Signs, LLC",2238.75,11/13/2019 10:08,11/18/2019 13:39,,
6125,14382,,Shealy Electrical Wholesalers,23301.66,11/13/2019 11:20,,12/30/2019 10:43,
